Latitude,Longitude,Distance_to_Park,Proximity_to_Water,Vegetation_Density,Human_Population_Density,Reported_Conflict_Incidents
1.5353,39.0275,8.29,0,0.34,74,1
1.9899,38.2833,2.63,1,0.25,169,9
1.619,37.2902,5.98,0,0.54,87,1
-0.6817,38.7843,18.7,1,0.62,121,5
-0.4601,37.576,16.06,0,0.73,86,3
-1.6092,36.0574,15.33,1,0.64,145,3
-0.0399,39.1456,12.29,1,0.27,97,9
-0.7931,37.1386,5.12,0,0.59,73,7
0.7545,38.7775,9.88,0,0.7,187,5
1.1522,38.6206,7.75,1,0.7,140,4
1.5209,36.2958,2.84,0,0.29,137,9
0.1199,38.6991,12.71,0,0.66,94,6
-0.9433,38.4308,16.29,0,0.51,100,10
0.2003,35.9508,15.25,1,0.29,70,6
1.4949,39.0754,17.94,0,0.61,123,3
-0.6185,38.2737,16.9,0,0.6,149,6
0.3324,37.0401,13.31,0,0.71,98,8
-0.4974,35.3904,10.21,1,0.67,107,7
1.3266,36.9503,4.27,1,0.63,114,5
1.1507,37.8966,11.99,0,0.72,121,1
-0.3778,36.8266,8.48,0,0.63,175,2
1.4377,37.1128,18.21,1,0.29,72,8
-0.9474,35.3562,9.4,1,0.29,151,4
-1.7817,39.1986,2.1,0,0.43,198,10
0.9713,39.9285,15.03,1,0.71,197,10
1.1355,38.4169,4.28,1,0.75,120,8
-0.9789,35.6394,6.88,0,0.38,75,5
-0.9143,37.8335,9.52,1,0.59,79,5
0.0083,38.5616,13.3,0,0.23,148,9
-1.5043,35.1725,8.6,1,0.7,101,7
1.0846,39.0126,5.94,0,0.28,143,1
0.6831,39.0924,7.76,1,0.58,70,6
0.864,37.2816,10.57,0,0.21,76,1
0.1169,36.8147,1.61,0,0.36,182,6
0.5259,35.859,17.08,1,0.4,63,6
-1.6045,35.7923,3.54,0,0.28,154,5
-1.2858,36.1557,7.52,1,0.71,163,5
0.203,35.5239,7.15,0,0.3,96,8
-1.1752,38.9955,10.6,1,0.26,62,2
0.2112,36.6747,16.31,1,0.25,96,3
0.9495,37.1713,17.2,1,0.72,132,6
1.65,36.4304,4.4,0,0.27,182,7
-1.9531,39.0086,6.35,0,0.42,185,0
1.8069,39.1455,18.5,0,0.76,183,10
-1.7007,39.0241,16.47,0,0.22,154,7
-1.7653,39.217,17.51,0,0.31,74,7
-0.3648,39.1325,15.39,1,0.68,159,1
1.6845,39.175,16.94,1,0.7,70,3
1.6308,35.2325,3.13,0,0.5,196,6
-0.6521,39.847,15.79,0,0.21,130,1
-1.2128,38.551,17.57,1,0.23,109,10
0.4401,37.3957,12.4,1,0.52,90,7
0.8824,35.8918,12.46,1,0.36,148,4
-0.1383,38.8367,6.26,1,0.66,89,6
-1.1877,39.2188,10.88,1,0.22,121,0
-0.341,36.1594,18.14,0,0.25,114,5
-0.3404,35.1065,10.21,0,0.35,187,2
-0.1534,37.1629,14.43,0,0.35,175,8
0.1543,37.5243,2.17,0,0.44,102,7
0.6202,35.383,14.2,0,0.43,171,9
-1.4877,37.6047,11.64,1,0.51,84,2
-1.7162,38.161,16.62,1,0.53,76,8
-0.267,35.5502,9.25,1,0.6,151,4
1.9952,36.9019,17.77,0,0.46,51,8
0.1511,36.742,19.58,0,0.36,142,7
1.6935,39.3152,12.13,0,0.51,190,4
1.9863,38.2397,9.67,1,0.32,152,1
-0.4941,36.0244,6.89,1,0.41,197,10
0.9988,38.5665,14.7,0,0.25,144,4
0.3119,36.9042,17.97,1,0.35,111,4
1.3201,35.2635,18.82,0,0.76,110,2
-0.0361,37.2044,2.4,1,0.58,183,0
0.4632,37.5025,18.22,1,0.54,87,6
1.6804,36.6268,1.45,1,0.6,149,2
-1.7052,37.3772,14.77,0,0.7,106,0
-1.4218,37.4603,16.08,1,0.71,60,7
-1.3604,38.7077,8.08,1,0.33,69,7
1.211,39.8624,11.19,0,0.32,175,10
-1.2025,38.1278,8.64,0,0.55,150,6
1.3769,36.1441,12.9,0,0.21,106,5
-0.5369,37.1269,7.87,1,0.24,107,2
1.2079,37.331,14.22,0,0.5,68,4
0.1117,38.2235,16.79,0,0.69,78,9
1.5406,36.3187,12.22,0,0.39,54,1
0.1567,38.6107,6.56,1,0.34,118,1
-1.8193,35.1634,4.82,0,0.5,192,2
-0.3084,35.7512,12.72,1,0.33,192,0
0.8118,39.0977,14.61,1,0.27,145,5
-1.7969,35.7456,4.85,1,0.76,165,5
1.9145,36.164,10.42,0,0.58,66,10
0.9845,39.5592,9.87,0,0.29,61,0
-0.8313,35.6976,4.13,0,0.38,166,2
-1.8067,38.4899,5.62,0,0.32,142,9
0.1278,37.9556,8.37,0,0.66,117,8
-1.0224,39.9992,10.83,0,0.71,194,2
0.6037,39.1141,4.89,1,0.76,147,4
0.0759,38.5598,16.37,0,0.5,137,8
-1.5566,35.1502,10.43,0,0.63,57,9
1.1777,35.3271,17.94,0,0.58,146,4
-1.6953,36.3614,4.99,1,0.24,77,2
1.2007,35.4489,5.23,1,0.2,89,9
-0.1268,39.5482,1.13,0,0.73,153,9
-1.8618,38.4066,17.44,1,0.28,177,1
-1.1268,39.4589,4.11,0,0.65,197,1
0.34,38.2983,13.75,1,0.39,104,4
1.755,35.9606,7.84,0,0.62,170,9
0.7665,38.6646,3.29,0,0.41,125,3
1.5072,36.6469,14.88,0,0.35,80,1
-0.2956,39.2952,10.5,1,0.65,50,9
-0.499,38.2201,19.26,1,0.57,98,2
-1.2712,37.812,2.35,1,0.76,50,2
1.4717,39.7401,2.8,1,0.28,64,8
-0.8311,37.7847,17.97,1,0.4,198,5
0.2036,35.8016,4.47,0,0.27,106,6
-0.6247,35.9427,13.38,0,0.6,157,7
-0.0593,35.9205,3.43,1,0.5,146,2
1.0282,37.4945,11.8,1,0.49,76,1
1.0313,38.4535,5.61,1,0.46,196,4
-1.1215,36.4941,6.87,1,0.69,64,6
0.0827,38.5612,7.52,1,0.77,199,5
-1.0114,39.6843,11.92,0,0.71,200,8
-1.2083,36.7496,9.78,1,0.76,133,2
-1.5596,35.5809,15.73,0,0.27,197,7
-1.9154,37.671,2.53,1,0.72,94,5
0.0891,38.6203,6.86,0,0.25,131,1
-0.2267,37.2928,16.42,0,0.33,137,9
-1.7777,38.4346,3.29,0,0.49,130,6
1.2391,36.0801,18.87,0,0.25,154,8
-0.6525,36.6053,6.94,1,0.77,135,7
1.1601,38.9354,1.4,1,0.66,148,1
0.506,38.7903,1.21,0,0.62,148,6
-0.986,39.3786,19.27,1,0.64,125,0
0.2688,38.1208,8.55,1,0.55,142,4
-0.6996,37.0078,16.7,0,0.42,61,8
0.7276,37.3496,19.65,1,0.68,85,1
1.574,38.7088,3.92,1,0.23,191,2
0.0344,37.9588,17.78,0,0.67,177,0
0.7939,37.7545,14.59,1,0.53,181,3
-1.0731,38.5944,4.14,0,0.28,166,9
0.6025,39.9807,15.67,1,0.32,166,4
0.5201,36.4869,11.36,1,0.48,114,7
0.6294,35.3101,7.42,0,0.28,186,9
-0.3475,36.5778,1.33,1,0.63,140,1
0.972,38.7179,5.91,1,0.34,158,10
-1.7401,38.592,7.2,0,0.29,123,2
-1.089,38.5313,16.77,0,0.25,168,3
-0.9474,38.2049,2.05,0,0.32,77,4
-1.8989,39.204,3.29,1,0.7,80,4
0.1252,38.5055,15.64,0,0.53,123,0
1.3788,36.9504,16.21,0,0.47,129,7
0.5992,37.7178,2.06,0,0.47,125,0
0.7457,39.9066,15.44,1,0.8,190,9
-0.6135,36.7279,7.58,1,0.66,161,3
-0.1026,35.6759,17.95,0,0.48,92,1
0.3305,36.7325,1.89,0,0.32,55,10
-0.4364,35.4596,12.16,1,0.71,86,0
0.9199,36.2105,15.64,0,0.4,117,6
1.8812,39.5022,18.34,1,0.61,185,1
0.488,35.7872,17.07,0,0.4,159,5
1.7092,38.5313,11.77,1,0.43,200,0
0.0126,36.292,13.96,0,0.29,139,5
-0.7156,35.047,10.68,1,0.21,59,6
0.6502,36.4058,16.12,1,0.7,61,10
0.0982,38.0798,17.0,1,0.44,130,10
1.9195,35.7788,1.2,1,0.77,142,4
0.4509,36.8117,16.73,1,0.37,60,0
1.6321,38.2985,5.26,0,0.55,133,1
1.0872,35.4679,16.33,0,0.65,178,7
1.3553,38.605,5.78,1,0.47,102,1
-1.9364,39.2577,2.16,0,0.37,119,0
0.0419,36.162,12.67,0,0.62,161,6
1.136,38.6313,16.7,1,0.37,179,2
0.1396,39.017,14.34,0,0.53,183,10
0.5384,38.5095,6.09,0,0.45,168,6
1.5661,39.9109,2.38,1,0.5,51,1
1.8213,35.0146,15.52,0,0.68,119,3
0.6773,39.5717,18.84,1,0.57,117,2
-1.6134,35.7193,14.6,0,0.45,121,7
0.7205,39.3438,15.27,1,0.25,58,0
1.4264,37.4603,18.14,0,0.73,123,9
-0.6661,38.6418,8.24,1,0.75,196,5
1.695,38.6909,17.64,0,0.47,100,4
-1.1419,35.2653,19.67,1,0.73,138,9
1.5597,38.2321,16.32,0,0.24,53,10
-1.7767,35.2978,16.16,0,0.69,188,10
-1.7178,36.6942,4.96,1,0.71,112,7
1.9376,35.968,5.53,1,0.21,73,9
-1.1258,38.6922,8.82,0,0.5,79,7
-1.7442,35.7908,8.06,0,0.45,197,7
0.2017,38.4451,16.64,1,0.5,89,9
-1.9932,35.1882,1.39,0,0.41,79,0
-1.2759,36.7447,14.84,0,0.52,106,6
-1.5783,39.6575,13.27,1,0.61,124,6
0.132,35.6219,18.64,1,0.22,188,9
0.1046,37.275,3.25,0,0.28,168,6
-0.8696,37.8005,13.6,1,0.53,167,0
-0.3496,38.7165,14.89,0,0.33,136,0
-0.1918,35.5544,6.16,0,0.65,53,8
-1.5322,35.2532,13.9,0,0.36,66,8
0.021,36.0269,12.26,0,0.47,171,5
1.2658,36.341,1.98,1,0.48,192,6
0.2575,37.4196,2.37,1,0.47,80,5
-1.6416,36.3127,10.53,0,0.54,108,7
0.06,38.4774,17.06,0,0.56,176,3
1.8432,36.2594,12.76,1,0.25,73,9
0.827,37.1771,17.19,0,0.4,60,8
0.1318,36.8456,8.79,1,0.62,190,6
-1.1107,38.842,4.89,1,0.63,135,9
-1.7023,36.205,14.2,0,0.36,123,8
1.8383,37.0887,1.44,0,0.51,183,6
0.753,37.6852,17.41,1,0.26,65,10
-0.2226,35.7086,16.1,0,0.57,138,6
0.0697,38.0043,12.55,0,0.25,71,0
-1.7062,35.7512,15.6,1,0.74,106,3
0.1752,39.9791,15.02,0,0.76,80,4
1.2089,36.1314,13.43,0,0.47,163,6
0.5197,36.2424,2.37,0,0.63,108,9
-0.9598,37.0099,4.39,1,0.28,126,4
-0.4918,35.9889,5.07,0,0.57,59,3
-1.9329,35.3074,16.72,1,0.52,131,6
-1.345,36.483,18.06,1,0.47,86,3
-1.4027,38.3296,9.63,1,0.26,67,7
-1.2798,39.3635,18.68,0,0.26,84,6
-0.2634,37.8052,13.27,1,0.76,123,4
-0.688,39.2252,12.44,0,0.45,196,10
0.474,35.0452,17.81,0,0.66,81,8
-0.9248,38.5833,8.17,1,0.38,148,6
-0.2436,37.1938,15.93,0,0.72,147,10
-1.4159,39.4048,2.09,0,0.38,200,0
1.9951,35.2561,11.08,1,0.27,77,7
-1.0453,35.2404,5.56,1,0.75,62,0
1.9658,36.9863,7.95,0,0.71,109,2
0.9277,35.7665,17.75,1,0.73,99,2
-1.5198,39.8208,12.22,1,0.22,70,5
-0.9535,35.5384,17.04,1,0.22,193,4
-0.6498,39.2574,10.5,1,0.25,116,3
-1.7351,35.6747,11.17,0,0.35,93,10
-0.4945,36.5214,1.38,1,0.32,76,10
0.7645,37.5879,19.08,0,0.63,197,6
-0.1729,39.3696,1.39,0,0.7,193,2
-1.2692,39.0431,3.22,1,0.7,96,6
1.2494,37.2899,18.13,0,0.42,119,2
1.2736,36.578,2.1,1,0.78,163,1
1.355,39.649,10.13,0,0.58,182,7
-1.5012,36.0541,2.44,1,0.68,90,7
-1.6923,37.9138,4.12,1,0.29,62,3
-1.43,35.5099,15.56,0,0.68,68,10
0.3543,39.4462,12.44,1,0.23,190,2
1.0556,38.3864,12.24,1,0.69,111,9
1.5151,37.0198,11.64,1,0.22,82,3
-0.9269,37.4992,17.09,1,0.25,198,1
-1.1629,39.2113,18.37,0,0.24,170,3
0.598,36.6272,3.41,1,0.58,185,6
-1.8411,39.2633,1.76,0,0.61,62,8
-0.1368,36.857,7.61,1,0.24,136,10
1.2347,39.0192,2.64,1,0.78,185,8
-0.4184,37.295,11.27,1,0.22,185,7
-1.1793,35.5777,19.94,1,0.51,56,6
0.5148,38.5984,18.68,0,0.46,153,9
-1.036,36.9328,11.24,0,0.22,189,8
1.2174,35.3316,3.14,0,0.42,149,4
0.0494,36.8101,19.26,0,0.72,60,9
1.0799,37.5742,4.97,0,0.37,92,4
1.6077,35.6059,1.65,0,0.4,74,6
-0.8155,39.3282,3.13,1,0.3,104,9
-1.1673,38.8254,5.88,1,0.44,121,8
1.0695,38.0533,1.41,0,0.67,100,10
-1.0339,36.7433,13.8,0,0.41,97,10
0.6647,37.7473,5.77,1,0.73,117,10
0.2957,38.6959,18.56,0,0.41,117,4
0.0925,38.5614,6.54,1,0.52,109,6
-0.4405,36.047,16.8,1,0.22,79,7
-0.0299,37.8097,2.32,0,0.44,159,0
1.9471,39.5571,13.97,0,0.65,105,6
1.1527,36.0552,12.54,1,0.42,98,2
-0.1582,38.3799,3.92,0,0.21,144,2
0.8064,39.6747,14.56,0,0.27,114,0
-1.3149,39.951,7.36,1,0.51,84,5
0.4979,36.0514,15.71,1,0.39,61,9
-1.059,36.2617,11.07,0,0.52,110,7
0.8169,38.3891,4.04,0,0.34,55,1
-1.1062,36.2844,17.3,0,0.71,56,4
-1.553,35.4373,8.43,0,0.2,159,10
-1.1256,36.3945,5.65,1,0.2,162,5
-0.5555,36.0671,19.48,1,0.48,155,6
-0.1939,39.1129,3.06,0,0.32,193,5
-0.7914,35.1853,4.83,0,0.3,87,3
-0.224,35.8515,9.69,1,0.25,67,0
-1.2607,39.8079,15.28,0,0.58,161,4
1.1964,38.4337,13.32,0,0.57,108,2
1.5894,39.754,16.99,1,0.4,88,1
-0.8784,36.662,7.49,0,0.28,121,3
0.2165,39.6602,12.5,1,0.34,91,3
0.1056,36.372,17.86,1,0.61,72,9
0.0453,35.3727,15.59,1,0.58,85,1
-0.1681,38.0866,1.76,1,0.8,53,5
0.83,39.5549,1.86,1,0.61,58,4
0.6541,38.1218,17.94,0,0.34,137,9
-1.9544,37.0271,4.37,0,0.42,125,5
-1.7904,38.1394,17.62,1,0.49,121,7
0.1559,35.9255,7.95,1,0.57,108,9
-1.5945,36.6357,12.56,0,0.59,58,5
-1.7969,35.6661,15.15,0,0.23,109,3
0.0027,37.8519,10.44,1,0.28,84,2
0.2809,35.7095,16.67,0,0.45,172,6
0.9126,35.0921,4.21,1,0.78,104,6
-0.6064,38.6142,5.57,0,0.21,50,6
-0.9415,39.9218,10.23,1,0.58,161,4
-1.2956,38.0156,1.3,0,0.27,158,10
0.6726,35.1008,2.25,0,0.23,199,3
-1.4489,38.7209,2.5,0,0.73,73,5
1.5313,39.9102,1.74,1,0.61,93,9
-0.8143,39.7539,6.76,0,0.71,166,5
1.7825,36.6738,3.3,1,0.4,102,8
0.1628,38.1432,11.79,1,0.8,86,5
-1.6524,38.7759,3.88,0,0.51,130,6
-1.566,35.5831,10.33,1,0.79,143,6
0.387,39.469,4.13,1,0.69,145,0
0.8852,38.6325,2.54,1,0.68,94,0
-1.9653,36.8292,14.69,1,0.39,98,7
1.3939,38.8498,6.88,1,0.62,168,10
0.5276,35.9275,8.84,1,0.43,120,1
0.9589,37.9387,7.88,0,0.62,58,9
0.7631,39.5375,9.49,1,0.6,103,4
0.1916,39.0635,12.18,1,0.67,91,9
1.7378,36.2168,16.58,0,0.7,135,4
-1.1282,35.2893,11.59,1,0.61,133,7
0.3041,39.7205,7.88,0,0.32,167,9
1.0849,38.6666,10.3,1,0.22,66,6
-0.2988,37.1325,7.97,1,0.73,152,3
1.7919,35.1711,16.81,0,0.46,178,6
1.8984,39.3042,3.95,0,0.76,159,9
-1.8737,38.9587,18.63,0,0.59,151,8
1.6334,37.713,5.24,1,0.55,78,3
-1.2438,36.2328,18.92,1,0.27,109,0
-0.5298,37.5875,4.35,1,0.8,197,9
1.2671,36.671,7.54,1,0.6,137,5
0.7049,37.4644,6.63,0,0.59,149,1
0.6001,35.4591,7.39,0,0.39,93,9
0.0996,35.9071,10.45,0,0.28,147,5
-1.4717,35.0866,18.25,0,0.35,95,4
1.2769,38.6242,7.84,1,0.63,92,5
-0.6382,37.2234,12.34,0,0.52,109,2
-0.8172,36.927,10.31,0,0.57,113,9
-1.8696,38.3673,18.87,0,0.46,160,0
-0.4747,39.6205,8.85,0,0.55,98,10
1.7733,39.8443,18.63,1,0.47,160,10
-0.0566,36.3106,8.02,1,0.52,102,2
-1.6865,39.5021,8.25,0,0.65,102,7
-0.6598,35.1405,13.9,1,0.38,169,6
-1.8773,35.9692,13.69,1,0.42,135,0
0.186,35.251,5.26,1,0.58,158,5
0.021,39.8949,7.12,1,0.73,53,6
0.5226,36.7792,19.5,0,0.47,71,8
0.3746,35.7282,17.46,0,0.33,175,0
-0.8185,37.4193,8.3,0,0.49,64,0
-1.4984,35.8679,13.97,1,0.21,97,4
0.3117,39.5847,2.41,0,0.49,131,10
0.8672,36.6451,17.49,1,0.32,154,5
1.5466,37.8409,11.17,1,0.23,186,8
0.4935,38.6595,9.37,1,0.49,130,7
0.8408,38.0956,7.41,0,0.26,102,6
-1.1885,35.7471,9.63,0,0.7,68,2
1.8539,36.0667,1.92,1,0.76,188,5
1.4722,38.3285,7.04,1,0.56,192,0
-0.2607,35.0388,4.67,1,0.21,111,3
-0.1168,36.9544,2.15,0,0.74,183,4
-0.5075,36.2864,10.49,1,0.64,166,6
0.3664,36.4772,6.46,0,0.8,65,4
0.369,38.9367,12.22,0,0.24,135,9
1.0473,38.1495,6.08,1,0.33,166,10
0.4599,36.4901,1.21,1,0.38,95,5
0.5992,38.3826,3.4,0,0.28,75,1
0.3595,35.7697,16.3,0,0.63,69,5
-1.7849,36.7968,12.63,0,0.77,158,7
1.4203,35.7763,9.72,1,0.42,93,10
-0.4085,36.6094,15.15,1,0.77,62,9
-0.5363,37.2707,16.61,1,0.52,162,6
1.5452,35.0225,2.18,0,0.56,111,4
-1.0368,36.6336,1.2,0,0.59,116,1
-1.8198,37.3482,13.67,0,0.65,71,5
-0.0804,39.8306,5.03,0,0.77,89,10
-1.2407,35.0123,16.19,0,0.72,128,9
0.8312,39.8927,3.92,1,0.49,68,7
1.9702,36.113,16.47,0,0.27,191,7
1.2926,38.7133,2.62,0,0.69,166,7
-0.3036,35.1476,3.28,1,0.68,59,5
1.9299,35.311,19.27,0,0.43,89,0
0.0374,35.1398,19.02,0,0.62,69,4
-1.3976,35.1456,3.5,0,0.23,197,4
-1.4896,35.7785,5.29,0,0.49,122,2
-0.3878,38.4174,8.83,0,0.22,200,3
-1.7145,37.9612,15.22,0,0.73,160,3
-1.8286,38.1748,2.6,0,0.77,145,7
1.4721,37.8473,11.7,1,0.61,79,6
-1.2627,38.4382,12.07,0,0.51,86,6
-1.5237,37.4406,11.5,1,0.41,50,10
1.3042,37.3487,12.74,1,0.6,98,2
1.197,37.8464,11.47,1,0.38,176,1
-0.4515,36.1355,17.11,0,0.48,142,10
0.5479,39.7334,5.71,1,0.8,168,1
0.1484,37.4458,2.35,1,0.7,178,6
0.4262,37.7897,10.46,1,0.52,114,2
-1.0678,37.9211,7.3,0,0.77,112,2
0.1755,37.0488,19.48,0,0.61,132,7
-0.7391,36.207,19.44,0,0.24,133,0
1.2596,36.955,3.59,1,0.69,191,1
0.2053,36.1887,5.61,1,0.44,137,3
0.2951,39.2091,14.34,1,0.37,191,3
-0.1546,36.8843,7.48,1,0.78,117,0
1.0068,37.337,19.79,0,0.68,58,0
1.1047,39.2605,13.83,0,0.22,192,5
0.1586,35.7018,18.18,1,0.61,133,7
-1.9472,35.6298,5.53,0,0.21,83,0
1.483,37.4656,5.8,0,0.52,134,6
1.1494,35.346,16.45,0,0.25,91,7
0.1391,36.1641,4.84,0,0.63,155,10
1.4168,39.7782,2.61,0,0.22,112,10
-1.7388,38.5916,7.03,1,0.78,200,6
-1.5838,35.5614,9.53,1,0.58,126,3
0.8871,36.325,1.97,1,0.61,188,5
-0.4917,35.8765,5.74,0,0.57,192,6
1.9727,38.521,3.56,1,0.44,59,9
-0.4342,39.2604,14.23,0,0.75,148,1
0.4714,36.1672,5.27,1,0.48,83,1
0.7626,37.9755,8.4,1,0.6,68,0
1.0492,36.3878,5.44,0,0.36,199,8
-1.4642,35.2269,9.16,1,0.4,105,7
1.8363,37.885,18.78,1,0.55,94,9
0.331,39.8433,18.18,1,0.75,125,10
0.5162,37.9487,17.18,1,0.27,62,8
1.2177,36.2223,17.64,0,0.63,116,2
1.6985,35.5797,4.73,1,0.28,57,2
1.4985,37.499,7.59,0,0.43,132,2
-0.665,36.5466,9.45,1,0.49,126,8
-1.0537,35.1667,14.77,1,0.24,117,5
-1.3441,37.7343,7.46,0,0.6,70,1
0.9537,37.2345,16.01,0,0.3,134,6
1.7525,35.4805,6.21,0,0.31,92,8
1.5812,38.3094,15.88,0,0.62,132,1
1.4607,38.7833,2.76,0,0.59,87,4
0.3928,37.8146,16.63,0,0.75,156,1
0.7663,37.5308,10.31,1,0.37,168,1
1.0638,39.7305,3.31,0,0.61,170,4
0.8985,37.5224,1.84,0,0.37,112,3
1.5287,38.4274,5.94,1,0.5,74,3
-0.9414,37.6595,17.9,1,0.46,147,10
-0.5847,35.2442,18.88,0,0.48,199,1
-0.2662,39.4095,13.45,0,0.48,66,5
0.3737,38.2999,2.44,0,0.27,75,1
-0.3681,35.7839,6.26,1,0.23,65,6
-1.7452,37.9945,4.79,0,0.35,160,5
1.599,39.6284,18.71,1,0.25,71,1
0.1265,38.5765,6.89,0,0.48,140,0
-0.7213,35.2553,15.02,1,0.51,188,6
1.3885,35.8129,3.48,1,0.78,197,6
1.6964,39.1684,11.38,1,0.41,122,2
-0.72,36.6928,2.15,1,0.6,130,6
-0.2512,39.6651,4.44,1,0.44,125,6
1.3618,38.2893,12.83,0,0.33,104,5
-1.8314,38.1119,14.2,0,0.39,125,8
0.0577,39.6437,9.89,1,0.33,197,4
-0.7308,39.6005,14.28,0,0.28,118,5
1.9062,37.8845,16.48,1,0.46,162,6
1.7458,37.3552,16.79,0,0.41,198,0
-0.1232,39.2049,2.62,0,0.52,79,6
-1.6058,35.1551,17.09,1,0.29,84,7
-1.1088,37.1077,9.35,0,0.75,96,9
0.5193,36.8795,7.84,1,0.63,180,2
-0.4732,37.976,16.78,0,0.7,187,9
-1.1273,35.5718,5.05,1,0.28,91,8
0.9924,36.3772,8.74,0,0.58,194,3
-0.229,36.3568,1.61,0,0.34,81,3
1.1039,38.1862,7.76,1,0.58,69,8
0.9517,39.0319,19.74,1,0.3,96,8
-0.2991,36.0223,18.13,0,0.38,113,9
-1.6308,37.8931,10.81,0,0.22,84,6
0.3215,36.0598,18.3,0,0.4,137,0
-1.0621,36.1255,8.69,0,0.74,198,3
-1.12,39.7709,4.71,1,0.29,192,6
-0.8547,39.1507,13.03,1,0.28,166,7
-1.9553,36.629,16.91,0,0.31,54,4
0.8978,36.3874,3.23,0,0.79,112,8
-0.7011,35.2915,14.2,1,0.38,107,6
0.7871,35.1343,11.23,1,0.53,182,0
0.6176,38.0256,10.86,0,0.35,105,10
0.1945,35.6882,2.47,0,0.42,128,8
1.2126,39.3034,1.28,0,0.73,124,4
0.3131,37.9244,11.06,0,0.3,127,2
1.9253,39.3111,8.0,0,0.76,102,3
-0.4175,36.0998,3.03,1,0.44,194,10
-0.9423,35.4822,17.12,0,0.54,125,1
0.8308,39.0415,13.24,0,0.59,83,1
-1.7909,39.5543,8.48,0,0.53,124,8
0.4888,37.4972,10.06,1,0.6,155,2
1.5031,37.6721,1.65,1,0.52,93,7
-0.8063,38.4931,19.47,0,0.45,180,1
-0.8982,35.5773,4.18,0,0.58,116,4
0.7165,35.7421,14.6,0,0.35,71,8
-0.4003,36.8093,4.88,0,0.54,82,0
-0.7494,36.1053,9.17,1,0.24,60,0
0.5072,37.9402,8.1,1,0.78,178,9
-0.005,37.3128,7.96,0,0.24,137,4
-0.6542,37.1196,13.59,0,0.6,145,10
-1.7678,35.7452,14.05,0,0.6,155,5
-0.1212,35.8105,13.57,1,0.66,200,8
-0.6077,36.7196,19.85,0,0.38,107,7
-0.8272,39.9264,8.1,0,0.58,62,0
0.0163,36.7547,17.93,1,0.37,79,7
0.442,38.3654,12.14,0,0.4,79,4
0.3306,38.1023,6.37,0,0.74,146,1
-0.3304,39.6165,18.62,0,0.56,185,6
0.0423,37.5212,16.3,0,0.3,195,5
-1.4958,35.3584,12.56,1,0.23,114,5
1.0472,37.0204,13.78,0,0.29,55,7
0.2138,38.3907,13.86,1,0.33,153,10
-0.0131,39.8576,13.1,0,0.27,148,6
1.5336,35.0777,15.79,0,0.45,107,3
0.6235,37.0213,6.87,1,0.77,183,6
1.3736,36.2994,1.01,1,0.31,101,1
1.2705,38.4482,18.38,0,0.25,138,8
1.0174,36.7296,7.55,1,0.3,79,5
0.6311,39.7622,10.37,1,0.51,98,10
-0.4095,35.4538,16.12,0,0.42,91,5
1.9837,36.9711,12.65,1,0.49,114,9
-0.8478,36.6778,8.03,0,0.7,183,0
0.5996,38.858,4.99,0,0.34,103,10
-1.8735,37.5875,11.92,0,0.33,92,6
1.9899,37.3479,13.11,1,0.59,65,0
0.407,35.2744,13.69,1,0.36,141,8
1.9715,38.6997,16.73,1,0.3,122,6
0.989,36.4497,16.75,0,0.65,108,5
0.7088,37.754,12.97,1,0.4,113,6
-0.6185,37.6487,12.84,1,0.5,134,3
0.7122,37.5295,3.95,0,0.7,155,9
1.545,39.5799,12.59,1,0.7,61,3
-1.2067,35.1469,2.45,1,0.46,148,8
-0.7087,39.7588,9.78,1,0.28,128,3
-0.0159,35.573,18.35,0,0.24,154,1
-1.0791,39.346,1.3,0,0.57,80,3
0.0567,39.7449,7.69,1,0.23,196,7
-0.0339,35.2946,1.36,1,0.23,91,5
0.1313,35.4733,7.94,1,0.34,178,5
-0.2979,38.5898,4.05,0,0.64,123,1
-0.9372,39.5005,17.12,0,0.49,176,5
-0.0008,35.3684,9.19,1,0.38,108,5
-0.8979,39.3778,16.95,0,0.45,93,10
1.1889,38.5996,16.36,0,0.39,193,2
-0.9318,36.5443,6.97,0,0.57,131,5
1.09,38.3482,9.27,0,0.33,192,3
1.745,37.7914,6.33,1,0.55,148,7
0.4991,38.2815,12.89,1,0.67,96,6
1.4596,39.2246,4.26,1,0.62,170,2
-0.875,38.8522,13.65,1,0.43,146,5
-1.2705,39.1555,19.8,0,0.64,99,2
1.044,37.1366,16.28,1,0.28,88,1
-0.8466,35.4035,2.32,1,0.4,106,1
-0.0069,36.2317,16.68,1,0.64,167,9
-1.4287,37.2681,7.68,1,0.41,147,5
0.4135,38.8083,1.7,1,0.3,106,2
0.0963,39.62,10.68,1,0.43,160,2
-0.1167,36.5689,19.63,1,0.48,86,7
0.3698,39.5621,19.82,0,0.63,151,2
0.7165,37.9986,5.57,1,0.69,191,8
-0.9739,39.0517,13.43,1,0.49,200,0
1.4356,39.4848,6.7,0,0.49,89,2
0.5561,35.3833,18.47,1,0.75,159,7
-0.3962,36.4632,3.24,0,0.36,99,4
-1.4092,35.6446,3.72,1,0.76,54,6
0.6742,35.0688,16.13,0,0.28,61,8
0.3729,36.652,17.74,1,0.59,97,2
-1.9982,36.8859,2.87,0,0.37,64,3
-1.5255,38.6424,7.15,1,0.34,70,6
-1.7766,38.2767,19.78,0,0.44,120,4
