Mobile Money Usage,Bank Account Ownership,Savings,Credit Usage
29,0,2841,1
29,0,30545,1
32,1,58838,1
59,0,61447,1
94,1,1204,1
9,0,55271,0
4,0,13267,1
33,0,16372,0
13,1,53646,1
2,1,3695,0
21,0,6063,1
47,1,95356,0
92,1,59656,0
92,1,85026,0
90,1,58954,0
93,0,97959,0
11,1,87179,0
78,0,72820,1
93,0,58839,1
16,0,50737,0
90,0,34090,1
79,0,64206,1
72,1,83685,0
36,0,23125,1
45,0,12118,0
6,1,89799,1
77,0,71228,1
99,0,48664,1
10,1,94720,1
80,1,76231,0
30,0,76550,0
71,1,55589,1
51,0,22548,0
68,1,25452,0
98,1,9908,1
48,0,10149,1
34,0,57048,1
53,0,59368,1
69,1,65239,1
66,0,2056,1
12,1,55222,0
2,0,25834,1
11,1,41822,0
99,1,38389,1
22,1,65677,0
53,1,37309,0
98,1,33992,0
18,0,31569,1
96,1,98978,0
12,1,89120,0
95,0,19384,1
4,1,1749,1
71,0,23175,1
32,0,79785,0
70,1,88095,1
55,1,50224,0
88,1,57708,1
89,1,34993,0
27,1,51786,1
44,0,96572,0
27,0,27199,1
58,1,76163,1
24,0,37272,1
65,1,45161,0
93,1,42478,1
26,0,17798,0
91,0,89849,1
80,1,53981,1
91,0,64504,0
14,0,94167,0
47,0,55666,1
31,1,60134,0
83,1,19086,0
43,1,52199,1
17,0,90668,1
33,1,76696,0
42,0,74121,1
54,1,14250,0
74,0,61451,1
87,0,42762,0
50,0,54263,1
65,0,84074,1
37,0,6725,1
56,0,51369,1
79,0,43180,0
8,1,90233,1
65,1,97784,1
6,0,28001,1
97,1,86909,1
98,1,8583,0
55,1,85363,1
66,0,79465,0
57,0,97463,0
58,1,6634,0
96,0,93070,1
23,0,13211,0
49,0,63285,0
64,1,85471,0
2,1,14801,1
33,1,67382,0
8,0,1725,0
40,0,53582,0
1,0,13792,1
47,1,43035,1
89,0,30978,0
32,1,97680,0
44,0,27224,0
68,0,10415,0
73,0,49193,1
83,0,78285,1
8,1,26287,1
99,1,67565,1
82,1,35956,0
45,0,38438,1
64,1,71652,1
57,1,27002,1
56,0,23241,0
22,1,12753,1
21,1,21235,0
81,0,73866,0
80,0,23907,0
91,0,92060,0
68,1,8903,0
30,0,31188,0
42,1,37887,0
83,1,93461,0
85,1,57596,0
45,0,24059,1
91,1,84244,0
51,0,14852,0
76,1,31806,1
37,0,80777,1
91,0,65184,1
92,1,7148,0
50,1,17268,1
54,0,44410,0
15,1,69746,0
66,1,52461,1
90,0,7813,1
97,0,52908,0
46,0,85426,1
60,0,17371,0
19,1,79861,0
44,0,28906,1
19,0,48795,1
72,0,50678,1
67,0,53687,1
57,0,89323,0
10,1,78401,0
98,0,33104,1
35,0,29901,1
40,1,14086,1
36,0,37834,0
98,0,92317,1
55,1,23258,1
62,0,87163,0
84,1,57302,0
94,1,2428,1
30,0,83797,0
32,1,79310,0
22,1,91563,0
11,1,42636,0
5,1,95748,0
57,1,30602,0
71,0,22366,1
56,0,41974,0
42,1,42622,0
3,0,79328,1
31,1,77949,0
67,1,61574,1
21,0,93632,1
42,0,33458,1
39,1,46874,1
86,1,9331,1
32,0,90736,1
95,0,9315,0
76,0,48217,1
26,1,70730,0
65,1,78970,1
23,0,30740,0
67,0,26972,1
7,0,34524,1
10,0,21012,0
94,1,53679,1
91,0,52181,1
30,1,7385,0
50,0,8803,1
7,0,94681,0
53,1,31775,1
16,0,4354,0
17,1,11971,1
35,0,41455,0
74,0,3498,1
77,0,32050,1
93,0,60093,0
27,1,48657,0
9,0,31858,1
36,0,17499,1
23,1,12783,0
19,1,44336,1
34,1,90034,1
49,0,94932,0
15,1,28926,0
22,1,72565,1
18,0,37667,1
40,0,92297,0
98,0,69861,0
32,1,44372,0
88,0,16928,0
21,1,95123,1
7,1,66888,1
28,1,72243,0
35,1,89590,1
27,0,46401,0
85,1,47985,1
32,1,28269,1
51,0,29060,0
55,0,87873,1
90,1,99312,1
48,0,72856,0
80,0,61639,1
24,0,66793,1
38,1,32722,0
59,1,82247,1
38,1,50998,0
9,0,80993,1
18,0,13373,1
62,0,70296,1
6,1,1877,1
83,1,91925,0
42,0,99804,1
87,1,99322,0
91,0,20631,0
29,0,78704,1
62,0,96025,0
47,1,57850,0
36,0,22727,1
59,0,88753,1
4,1,86862,1
10,0,64866,1
16,0,78130,1
4,1,65891,0
61,1,94232,1
66,1,20913,1
90,1,64045,0
19,0,49670,0
46,0,88009,0
43,0,38785,1
79,0,30577,1
45,1,94763,0
71,1,14690,0
53,1,14605,1
23,1,72487,0
97,0,48780,1
54,1,65443,0
82,1,64197,0
13,0,97463,1
12,1,36943,0
94,0,7148,1
86,1,53880,0
62,0,71936,0
9,0,91200,1
38,1,70421,0
32,0,45428,1
24,1,71443,0
4,0,43493,1
69,0,6488,0
67,0,49056,0
61,1,32481,0
88,0,24010,1
85,0,35547,0
49,1,5333,1
64,0,43709,1
6,0,38999,1
45,0,24846,0
71,0,13009,1
89,1,30296,0
81,0,91561,0
45,0,46031,0
32,0,27820,1
48,1,12029,0
29,0,6743,1
83,0,68506,1
92,1,64508,0
69,0,42502,1
25,0,37621,1
22,0,44949,0
51,0,47711,1
39,1,73184,1
77,0,7455,0
80,0,58828,1
68,0,65476,0
37,1,91824,0
1,1,13055,0
58,0,83710,0
57,0,87701,1
40,0,19284,1
43,1,29197,0
22,1,50563,1
61,0,92714,0
6,0,51334,0
51,1,87939,0
4,1,97951,1
96,1,29570,1
89,0,65227,0
98,1,90222,1
70,1,38304,0
14,1,25805,1
74,0,75293,1
18,0,16672,1
72,0,32302,0
39,1,58499,0
14,1,23981,1
22,0,77501,1
92,0,95600,0
3,0,95406,1
66,0,23680,0
24,1,68195,1
15,1,3160,1
15,0,59195,0
41,1,1674,1
32,1,67804,0
74,1,44385,1
5,0,14037,0
43,0,72846,1
79,1,35132,1
58,1,6643,1
37,1,75251,1
43,1,20926,1
74,0,26027,1
72,1,67232,0
91,1,79559,0
34,0,46608,1
19,0,18394,0
80,0,64352,0
73,0,65214,0
23,1,71486,0
39,0,41703,0
23,1,2899,0
67,0,85813,0
59,1,96218,0
51,0,23629,1
55,0,62177,1
61,1,46465,0
28,0,40405,0
60,0,22650,0
39,1,21487,0
24,1,73238,0
51,1,6866,0
6,0,96952,1
26,1,77138,1
35,1,6900,1
95,1,37367,0
77,1,28821,0
94,1,26894,0
96,0,16016,0
92,1,40349,0
29,0,25782,0
34,1,25766,1
42,1,15901,0
18,0,28158,1
75,1,9638,1
40,1,23256,1
76,1,63790,0
48,1,98300,1
69,0,5885,1
89,1,89375,1
75,0,50945,0
55,1,12309,0
27,1,6177,1
83,0,75358,0
34,0,51375,0
74,0,57496,1
59,1,44624,0
57,1,85348,0
22,0,4143,0
71,0,53344,0
70,1,60529,1
78,0,32081,1
88,1,4288,1
89,1,41359,1
54,0,27301,0
25,0,41453,0
69,0,77806,0
54,1,96967,1
19,0,91386,0
91,0,96073,0
78,0,28415,1
79,1,73515,1
16,1,67987,0
76,0,25142,1
43,0,71716,0
95,1,33238,0
41,1,73950,1
49,1,70450,1
19,0,22710,1
81,0,58821,0
93,0,8263,0
88,0,61148,1
18,0,9023,1
68,1,54680,1
80,1,15732,0
34,1,15928,1
51,1,16884,0
74,1,97157,0
95,1,74481,0
92,0,19206,1
32,1,84403,0
99,1,34439,0
32,1,87455,0
32,1,61907,0
94,1,75446,1
32,1,7570,0
76,1,13944,0
38,0,6367,0
23,1,30816,1
12,0,14497,1
71,1,40996,1
17,0,31731,0
10,1,9806,0
64,0,78739,1
46,0,28434,1
78,1,68530,0
99,1,75953,0
65,0,35119,0
24,0,7664,0
26,0,5101,0
21,1,2368,0
75,1,52975,1
76,0,42035,0
22,0,21277,1
93,1,81923,1
49,1,3296,0
46,1,30941,1
39,0,97087,0
30,1,55360,0
26,1,36109,0
6,0,88088,0
65,0,93410,1
8,1,37769,1
96,0,88388,0
84,1,13117,0
81,1,92501,0
76,1,74236,0
84,1,94428,1
27,0,21636,1
95,0,39599,0
55,0,16718,0
49,1,41064,0
48,1,49558,1
37,1,58125,0
67,0,70950,1
71,1,36001,1
55,1,31837,1
82,1,61462,0
43,1,79838,0
84,1,23104,0
32,0,87460,0
91,0,36235,1
15,1,33275,1
54,0,32791,1
87,1,68148,0
80,1,70841,1
36,1,12795,0
46,0,29257,0
95,0,47985,0
55,0,5576,1
58,1,16324,0
11,0,86747,0
10,1,27023,0
45,0,1451,1
12,1,95533,0
40,0,97601,1
46,1,29414,0
22,1,9698,0
32,1,53983,1
22,0,45325,1
87,1,16609,0
10,1,20604,1
68,1,80225,1
66,1,15667,1
51,1,13468,1
97,1,74464,0
25,1,48400,0
38,1,66061,1
58,1,95721,0
9,1,61209,0
65,0,67471,0
14,0,46065,0
16,1,77161,0
27,1,28238,1
55,1,59475,1
17,1,28131,1
5,1,68580,1
68,1,32154,0
20,0,37939,0
53,0,94994,0
45,1,29645,0
93,1,49762,1
24,1,37080,0
17,0,72900,1
23,0,94002,1
33,0,21743,0
39,1,61218,0
24,1,77808,0
39,0,80221,0
20,0,69147,0
95,1,25062,0
37,1,95126,0
29,1,96100,0
10,1,16003,0
22,0,30867,0
85,1,64513,1
59,0,57721,0
12,0,48968,0
92,1,42470,1
98,0,96178,0
49,0,22374,1
3,1,71346,1
26,0,39144,1
77,1,99481,0
92,1,95585,1
71,1,46250,0
94,0,85077,1
1,1,34093,1
13,0,44707,1
52,1,51994,1
69,0,41434,0
35,1,64379,0
47,1,44173,1
86,0,59256,0
76,0,80475,1
90,0,38608,1
34,1,31036,0
86,0,91340,0
57,0,26660,0
77,0,27639,1
3,0,24989,1
43,0,83741,1
87,0,94843,0
57,1,97608,0
49,1,31208,0
91,0,96606,0
36,0,83149,1
8,0,41007,0
4,0,1881,0
61,0,90896,0
65,0,83533,1
16,0,77121,1
93,0,16753,1
39,0,53166,1
60,1,79620,0
20,1,40890,0
28,1,22691,0
8,1,97339,0
81,1,37988,1
6,0,71225,1
55,1,1892,1
47,1,36243,1
64,0,96812,1
59,1,51946,1
21,0,6667,0
7,1,89512,1
74,1,43815,0
79,1,7792,1
14,0,33089,1
78,0,55637,0
4,1,89310,1
46,0,63303,1
77,0,95086,1
55,0,72201,1
41,0,21607,1
49,0,63100,1
11,0,29265,1
8,1,50403,0
39,1,74405,0
10,1,96960,1
37,1,1457,1
62,0,51545,1
70,1,67268,1
50,0,45450,0
91,1,98438,0
72,1,54750,1
75,1,66534,1
36,0,80469,0
68,0,28547,0
37,1,2772,0
11,1,88230,0
91,0,93138,0
5,0,73889,1
40,0,77355,0
9,1,37738,0
49,1,26695,0
55,0,17824,1
62,0,16608,1
19,0,4323,0
93,0,72354,1
85,1,81977,0
98,1,94031,1
83,1,27042,0
61,1,67994,1
87,0,85530,1
90,0,75610,1
14,1,39520,0
47,0,29666,1
61,0,2847,0
53,1,75742,1
82,1,52950,0
14,0,42949,0
1,1,84752,0
37,1,79348,1
88,0,51232,0
84,1,51268,0
87,1,29866,1
54,1,32199,1
71,0,7044,1
69,0,6339,1
6,1,58448,0
21,0,3562,0
25,1,40288,0
11,0,1381,0
27,1,43812,0
33,1,80391,0
54,0,77095,1
40,0,37925,1
23,0,5412,0
63,0,92065,1
47,0,28495,0
59,1,71159,1
50,0,34837,0
56,1,95641,1
2,1,22868,0
60,0,88570,1
51,0,81248,1
46,0,21275,1
69,0,50226,1
6,0,27401,1
83,0,73319,0
45,1,60415,0
76,0,84581,1
81,0,20130,0
94,0,79117,0
96,1,56370,0
77,0,11966,1
20,1,25907,1
94,1,4786,0
24,1,63568,1
54,0,84163,0
9,1,77647,1
75,1,70170,1
54,0,10025,1
40,1,23829,0
76,0,33013,0
88,0,7907,1
80,0,43453,1
88,0,20262,0
90,0,19977,0
24,0,55160,1
7,0,4533,0
12,1,43388,0
94,1,86274,0
43,1,35935,1
55,1,28583,1
37,1,53451,0
49,0,81684,0
55,0,43146,1
93,1,16957,0
57,1,96460,0
29,1,4314,1
57,0,16426,0
69,0,18585,1
86,0,80812,1
17,0,54601,1
44,0,52081,0
27,1,62502,0
31,0,10180,1
90,1,75537,1
96,0,91509,1
72,0,78295,1
33,1,68730,0
53,1,32012,1
42,1,86065,1
19,1,87024,1
93,0,39994,1
96,0,75169,1
40,0,67906,0
69,1,91067,1
65,1,25603,0
22,1,33237,0
92,0,63647,0
34,0,92975,0
29,0,54254,1
48,1,94679,0
72,0,65581,0
8,1,81237,0
37,0,9036,1
98,1,58680,1
81,0,16849,1
50,1,82219,1
27,1,90097,0
46,1,50539,0
23,0,86970,1
95,1,66095,0
7,0,49160,0
8,0,27450,1
54,1,40133,1
67,1,22696,0
34,1,50963,0
27,1,15779,0
62,0,40592,0
80,0,11304,1
63,1,68258,0
80,1,89237,1
11,0,38786,0
31,0,70068,1
71,1,88191,0
94,0,54145,0
76,0,53089,1
51,1,99194,0
98,1,64530,0
74,0,86971,1
73,0,30742,1
39,1,99018,1
57,1,37137,1
1,0,39764,1
82,1,23852,1
29,1,65931,1
7,0,69790,0
14,0,22430,0
62,0,69480,1
29,1,27190,0
73,0,33664,0
76,1,65183,0
79,0,85044,0
39,0,88448,0
36,1,29346,0
90,0,90082,0
95,1,41704,0
53,0,19201,1
66,0,27953,1
86,1,26796,0
91,0,91860,0
60,0,45317,1
62,0,1535,0
40,1,31206,1
55,0,31600,1
43,0,29639,0
21,0,40239,0
74,1,80414,0
64,0,98153,1
61,1,10439,1
84,1,7715,0
43,0,26734,1
80,1,16831,1
59,1,88024,1
56,0,53782,0
21,0,95533,0
57,1,66201,0
25,0,90887,0
12,1,21096,0
82,1,94492,0
60,1,29324,0
82,1,99311,1
59,1,87789,0
26,0,35727,0
73,0,86641,0
49,1,11739,0
63,0,56944,0
19,1,69132,0
73,1,5625,1
59,1,14648,1
57,1,20627,1
52,0,1911,0
62,0,29365,1
37,1,9155,0
86,1,1767,0
2,1,28274,0
77,0,86453,1
75,0,83440,0
87,1,10612,1
96,0,39578,1
75,1,59355,0
2,1,69764,1
46,1,76719,0
14,1,84099,0
36,0,50252,0
46,1,66030,1
59,1,27080,1
28,0,40149,1
5,1,89220,0
88,0,69731,0
88,1,67820,0
98,1,4315,1
74,1,64160,0
99,1,66065,1
9,0,73180,1
66,0,73091,1
45,0,60687,1
7,0,24944,1
69,0,68135,1
18,1,29326,1
77,1,39088,0
28,1,69105,0
57,1,9314,1
55,1,9817,0
30,0,62681,1
97,1,81972,0
59,0,44655,1
15,1,76767,1
58,1,84166,1
51,1,54950,0
40,1,60267,1
80,1,87016,0
26,0,59259,0
10,0,52572,1
51,0,69510,1
97,0,21511,1
48,0,84429,0
93,0,45509,1
21,0,44245,1
4,1,45975,1
16,0,7991,1
88,1,26970,1
91,1,92071,1
45,0,8265,1
17,0,62693,0
78,0,51016,1
65,1,89200,0
32,0,28399,1
75,0,81310,1
80,0,74480,0
95,0,84356,0
95,0,98585,0
75,1,15576,1
47,0,55025,1
31,1,7047,0
59,0,12300,1
4,1,24177,0
68,1,81108,1
85,0,60171,0
22,1,41589,1
47,1,85148,0
51,1,66879,1
65,1,3130,0
22,0,89794,1
97,1,10800,1
48,1,85786,1
23,0,77279,0
27,1,16858,1
50,0,61816,1
74,0,21932,1
91,0,92182,0
20,1,48293,0
86,1,87354,1
35,0,13977,0
66,0,49318,1
21,0,87738,1
90,1,77490,0
26,0,48560,1
53,1,65808,1
53,0,96819,1
64,0,13762,0
66,1,77324,1
59,0,76016,1
34,1,20843,0
67,0,23828,0
66,1,57144,0
14,0,38422,1
25,0,54896,1
84,0,38826,1
11,0,84065,1
16,0,65810,1
26,0,96994,1
26,0,21928,0
83,0,41512,0
1,1,62528,1
63,0,17751,1
62,1,24139,0
49,1,62711,0
43,0,98141,0
57,0,51178,1
47,0,71308,1
22,1,87328,1
79,1,29626,1
68,0,81816,0
19,0,42022,1
58,1,8990,0
79,1,78745,0
13,0,73157,0
50,0,61768,1
54,1,54252,0
26,0,3755,1
59,1,39650,0
23,0,48569,1
93,1,41938,1
34,1,70936,1
60,1,35356,0
58,0,23093,1
59,0,54165,0
92,1,2654,1
6,1,41918,1
67,1,95370,1
16,0,52860,1
11,1,18544,1
62,0,17350,0
53,1,53550,0
65,1,35051,0
90,0,88459,0
61,0,58687,1
75,1,42154,0
8,1,82978,0
24,0,60707,1
13,0,76306,0
44,1,55884,0
52,1,53595,0
78,1,27641,1
84,1,81320,0
61,0,71601,0
28,0,31416,1
80,0,30756,0
95,1,35201,1
99,0,49200,0
74,0,28806,1
77,0,48666,0
47,0,15063,0
28,1,26788,0
54,1,4536,1
71,0,66090,1
46,1,32374,0
43,0,73942,0
49,1,90202,1
56,0,59438,1
4,1,80412,0
87,1,58041,0
51,0,30917,0
7,0,74834,0
34,1,26001,0
37,1,83273,0
93,0,74539,0
87,0,70860,1
12,1,55228,1
58,0,66642,1
15,1,2978,1
67,0,41207,1
37,0,82164,1
18,1,97700,0
35,1,43385,1
39,1,38662,0
70,1,39749,0
9,1,16022,1
75,0,77551,0
95,0,15167,1
18,1,90774,1
50,1,61122,1
37,1,90880,0
1,0,50999,1
22,1,54677,1
63,0,95813,1
58,1,76334,1
79,1,50400,1
52,1,24703,0
68,0,54199,1
89,0,94256,0
50,1,8796,0
82,1,45644,1
69,0,35124,1
60,0,19250,1
95,0,56262,0
67,1,1197,0
4,1,94746,0
2,0,37600,0
22,1,16701,1
64,1,42235,1
96,1,57692,0
88,0,44991,1
1,1,39107,1
68,0,51868,0
39,0,62766,0
40,0,72030,1
15,1,52019,1
15,1,4050,0
98,1,64667,0
13,1,38054,1
12,1,63762,0
85,0,5419,1
41,0,30408,0
13,0,33331,0
6,1,75712,0
26,1,57428,1
66,1,57687,1
47,0,27380,1
52,1,44958,1
65,0,93719,0
10,0,16445,1
82,0,62074,0
53,1,49597,1
59,0,54925,0
30,0,52612,1
66,0,62394,1
49,0,76996,0
8,1,42883,0
95,1,22861,0
6,1,12101,1
84,0,55735,0
65,0,89577,0
25,1,36243,1
31,1,45256,1
46,1,77789,1
62,1,74344,1
46,1,6321,1
25,1,29332,1
69,0,30505,0
78,0,41912,0
16,1,55847,0
13,0,49881,0
58,0,78239,0
18,1,76477,1
41,1,79184,1
48,0,18352,0
23,1,35725,0
73,0,13853,1
70,1,73928,0
54,0,75953,1
15,0,27032,0
99,1,23491,0
5,0,24455,0
37,1,35935,1
74,0,12637,0
47,1,5814,1
87,1,67745,1
21,1,26247,0
7,1,68726,0
96,1,67860,1
22,1,61426,1
12,1,27024,0
85,1,29885,1
32,1,94481,0
2,1,4188,1
60,1,1371,0
21,0,30890,1
56,1,83761,0
83,0,79817,0
99,0,13601,1
35,1,18860,1
48,0,24326,0
36,0,92970,1
91,1,95931,0
61,0,9464,1
37,1,54404,1
21,0,49369,0
87,0,42619,0
77,0,92341,0
50,1,78166,1
38,0,22144,0
52,1,92376,0
59,1,3517,1
38,1,81163,1
94,1,83653,1
23,1,46396,0
11,1,43807,0
12,1,38426,0
38,0,55523,0
8,0,98112,0
22,1,54700,1
30,1,74483,0
17,1,20658,1
17,0,35158,0
57,1,15128,0
79,1,43961,1
35,0,94523,0
75,0,24901,1
67,1,72303,1
62,0,92723,1
14,0,33647,0
53,0,49065,0
46,1,89231,1
37,0,40201,1
96,0,68577,1
81,0,41286,0
41,0,9913,0
74,1,16285,1
67,1,53532,1
29,1,16020,0
74,1,71116,0
67,1,86615,0
34,1,99246,1
68,1,1460,1
80,0,17570,0
33,1,52802,0
8,1,25453,1
12,0,47695,0
18,1,25792,1
42,1,86964,0
4,0,92943,1
85,1,22573,1
97,0,71245,0
30,0,97252,0
65,1,83369,1
31,0,94815,0
94,0,83819,1
25,0,58780,0
5,1,16210,1
32,1,23232,1
94,0,94475,0
52,0,35882,0
9,1,69436,0
25,1,30348,0
75,0,6436,0
51,1,76196,1
11,0,59678,1
93,0,25004,0
67,0,12163,1
67,1,18198,1
13,1,33897,1
7,0,53759,0
79,1,81716,0
71,1,33177,0
36,1,25906,1
4,1,61821,1
71,1,23022,1
47,1,16077,1
80,1,64587,1
55,1,93397,1
68,0,8394,1
17,1,47090,0
78,1,87603,1
85,1,10112,1
78,0,94713,0
47,1,63363,0
75,1,25265,0
11,1,10885,1
92,1,78419,1
13,0,29580,0
2,0,83945,1
84,1,23783,1
55,1,82595,1
87,0,66880,1
49,1,5471,0
44,1,44906,1
19,1,32500,1
73,0,32235,1
22,0,80034,0
7,0,34240,0
15,1,51464,1
12,1,86015,0
49,1,17366,1
95,0,79877,1
40,0,58924,0
90,0,78682,1
82,0,77623,0
89,1,36943,0
96,0,84024,0
25,1,78883,0
96,0,82204,0
54,1,17984,0
39,1,78772,0
85,1,65049,1
71,1,4275,1
56,1,36957,0
31,1,42580,1
22,1,8584,0
7,1,16761,1
98,1,9133,0
46,1,26046,0
75,0,10652,1
66,0,36016,1
65,0,11949,1
64,0,70675,0
3,1,20978,0
18,1,58834,1
6,1,92677,0
40,0,58505,0
51,0,2871,0
86,1,1248,1
16,1,51108,0
65,1,59280,0
40,1,15314,0
82,0,73991,1
11,1,9541,1
62,1,4353,0
71,0,78660,0
99,1,17671,1
67,0,43545,1
85,0,68033,1
61,1,70020,0
13,1,58085,1
75,1,64502,1
81,0,79541,1
64,1,62676,0
63,1,72733,1
90,1,6356,0
78,1,49880,1
98,1,78213,0
23,0,67120,0
17,1,35736,0
43,0,74549,1
73,1,78328,1
65,0,88518,1
55,1,51659,0
30,1,22070,1
20,0,25653,1
23,1,70589,0
10,0,69629,0
59,1,55381,1
33,1,80331,0
22,1,93777,1
64,0,33283,1
3,0,62883,1
16,0,92695,1
59,1,84361,1
96,1,73636,0
64,0,31894,0
51,0,89647,0
56,1,85678,1
30,0,98998,0
12,0,44178,0
91,1,61855,1
57,1,2598,0
1,1,90592,1
20,0,9238,0
30,1,8123,1
96,1,14485,1
70,1,82119,0
14,1,99370,0
1,1,36653,0
52,0,31633,0
78,0,28965,0
21,1,57182,0
6,0,6121,1
40,1,8352,1
58,1,25006,1
43,1,87662,0
30,1,79096,0
60,0,45892,1
26,0,79049,0
58,1,7899,0
81,0,15753,0
53,0,56018,1
99,1,76377,1
8,0,11859,0
16,1,53371,1
50,0,92694,1
91,0,19397,1
93,1,20809,1
41,1,88647,0
87,1,48237,0
41,0,82154,1
59,1,52678,1
69,0,4433,1
79,0,11280,1
2,1,51563,1
54,0,31654,1
29,1,22622,1
16,0,49972,1
36,1,6829,1
27,0,7235,0
44,0,82543,1
3,0,62455,1
11,1,88628,1
44,0,21896,1
5,0,83631,1
72,0,76265,0
49,1,6449,1
89,0,14805,1
78,0,86273,0
52,1,97044,1
15,0,89285,1
41,1,81300,0
43,0,23586,1
16,0,85493,0
52,0,42526,1
76,0,58057,1
66,1,18183,1
32,0,61315,1
9,0,46922,1
23,0,28521,0
70,1,34884,1
38,1,99856,1
5,1,36069,0
67,0,64405,0
32,1,63922,1
65,1,14185,0
22,1,81083,1
18,1,4322,1
77,1,49396,0
35,0,89684,0
68,0,92038,1
18,0,90325,0
93,1,87032,0
47,0,55725,1
33,0,65362,0
53,1,20824,0
82,1,93226,1
64,0,32282,0
76,0,92680,1
58,1,53984,1
43,0,37645,0
35,0,97006,0
95,0,62848,1
51,0,86124,0
28,0,59603,0
78,0,94357,0
68,1,64428,1
11,0,19447,0
66,0,82471,0
1,0,38850,0
82,0,62727,0
92,1,30754,1
90,0,89542,1
9,0,89491,0
62,0,27892,1
30,1,80474,0
94,0,34842,0
45,1,91956,0
74,1,89300,0
41,0,26033,1
87,1,22299,1
14,0,65982,1
26,1,24090,0
32,1,25100,1
11,1,56753,1
87,1,83200,0
58,0,9899,1
93,1,82688,1
53,0,99953,1
71,1,64301,0
10,0,30182,1
37,0,41195,1
3,1,92843,0
79,1,25450,1
83,1,94155,0
5,1,8140,0
19,0,35996,1
89,1,11216,0
97,0,45775,1
31,0,48647,1
39,0,32008,1
53,1,11986,1
92,1,24220,0
42,0,12186,1
9,1,3135,1
99,0,36570,0
46,0,69412,1
34,0,42242,1
85,0,48465,1
5,0,58787,0
24,1,58786,0
55,0,77102,1
83,1,47668,1
19,1,68666,0
92,0,21622,1
42,0,11694,1
88,0,91370,0
53,0,35272,1
71,1,74829,0
85,0,84731,1
27,0,85888,1
9,0,96844,1
15,0,20221,0
20,1,76422,0
31,0,77825,0
61,0,12594,1
77,0,57392,0
17,1,69062,0
86,0,63122,1
83,1,17471,0
54,1,22561,0
78,1,71574,1
97,1,77656,1
86,0,37119,0
13,1,32467,1
47,0,53565,1
27,0,14769,1
84,0,6330,0
31,0,14366,1
14,1,57219,1
12,1,22913,1
35,0,35252,1
61,1,86813,1
31,0,58111,0
75,1,15796,0
67,0,36299,1
94,1,5610,0
19,1,5552,0
54,1,51860,1
85,0,94359,1
36,1,86186,0
22,0,35883,0
50,1,79735,0
60,0,64715,0
25,0,66730,0
4,0,16772,1
37,1,13437,0
6,1,82647,0
89,1,36951,0
62,1,64854,0
30,1,81269,1
2,0,30221,1
40,1,86030,1
69,1,55805,1
31,1,19243,0
9,0,40568,1
50,1,74773,0
72,1,47706,0
82,1,57822,0
65,1,38319,1
49,1,81930,1
89,1,90030,1
88,0,70129,0
22,0,8010,0
53,1,69548,1
20,0,69158,0
82,1,73597,1
18,0,88746,1
73,1,31609,0
43,1,26904,1
99,0,10162,0
4,1,90305,0
65,1,59808,1
8,1,52578,1
68,1,28663,0
46,1,56666,1
68,0,25901,1
96,1,89438,0
79,1,25884,0
82,0,62302,0
75,1,65842,0
68,0,78707,0
72,1,23691,0
18,0,80114,1
99,1,1088,0
11,0,55964,1
64,0,91314,1
43,0,84344,1
51,0,40616,0
70,0,15299,1
26,1,76324,0
25,0,16241,1
57,1,15346,0
76,1,44070,1
70,0,64885,1
23,1,2536,1
68,0,94381,0
76,0,84910,1
27,1,59380,1
95,0,24850,1
3,1,34167,1
20,1,71223,1
41,1,90206,0
15,1,60694,0
62,0,14598,0
89,0,82830,1
89,1,30520,0
61,1,57894,0
68,1,48706,1
6,1,33566,1
2,1,60056,1
74,1,37361,0
2,0,86279,0
65,1,70300,1
33,1,44221,1
11,0,38730,1
23,0,62068,0
72,1,23059,0
82,1,71118,0
43,1,78414,1
9,0,43139,1
44,0,59332,1
14,1,77430,0
58,1,48252,1
24,1,37107,0
23,0,46723,1
90,0,84984,1
36,1,52588,0
33,1,58504,1
77,0,72322,1
89,0,56280,0
61,1,17736,1
36,1,42894,0
45,1,84177,1
22,0,66323,1
54,0,75491,1
66,1,92774,0
58,0,97908,0
1,0,72962,1
82,0,24786,1
7,1,24607,1
22,1,99821,1
63,1,52851,1
25,0,80470,0
6,0,28646,1
99,0,2049,1
3,0,12036,0
34,1,37681,1
13,1,82358,1
10,0,76868,1
61,1,63449,1
93,1,1112,1
35,1,56280,1
79,0,39338,1
17,0,92242,0
3,0,1075,1
72,1,77118,1
31,1,36575,0
25,0,12546,0
86,0,84969,1
39,0,62408,1
39,0,89989,0
92,0,17805,0
16,1,67172,0
19,1,44853,0
60,1,37125,0
98,1,45167,0
77,1,76142,1
23,0,99269,1
37,1,64405,1
31,0,41504,1
29,1,50175,1
68,1,95928,0
59,1,94929,1
74,0,51216,0
21,0,26298,0
42,1,63194,1
69,0,72269,1
76,1,62522,1
25,0,29695,0
40,1,87716,0
4,1,94872,0
35,0,84253,0
82,0,32646,0
73,1,86070,1
16,0,25492,1
11,0,3172,1
44,0,2357,0
65,0,14772,1
78,1,16249,1
51,0,87934,0
43,1,88647,1
79,1,63325,1
31,0,21799,1
14,1,85913,1
61,0,13840,1
11,0,38936,0
12,0,93682,0
47,1,50813,0
21,0,70503,1
75,1,35474,1
61,1,19751,1
49,1,39968,0
13,1,88911,0
45,0,18024,0
18,0,81488,0
